Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,datetime,hour,day,weekday,month,is_weekend
2024-08-03,06:05:07,"""CNR1260725""",Completed,"""CID4061875""",Go Mini,Munirka,Kanhaiya Nagar,13.7,44.6,1261.0,22.67,3.1,4.6,UPI,2024-08-03 06:05:07,6,3,5,8,1
2024-02-15,15:02:37,"""CNR9037908""",Completed,"""CID1094978""",Go Mini,Rajouri Garden,Ghitorni Village,13.2,28.1,123.0,2.08,4.4,4.2,UPI,2024-02-15 15:02:37,15,15,3,2,0
2024-03-04,21:25:44,"""CNR7045494""",Completed,"""CID6682310""",Auto,Panchsheel Park,Saidulajab,2.7,33.9,495.0,38.33,4.3,4.5,UPI,2024-03-04 21:25:44,21,4,0,3,0
2024-10-23,18:00:07,"""CNR9681770""",Completed,"""CID2352356""",Bike,INA Market,Kaushambi,13.8,44.0,297.0,6.76,4.9,5.0,Credit Card,2024-10-23 18:00:07,18,23,2,10,0
2024-03-13,22:35:30,"""CNR1952014""",Completed,"""CID1827094""",Bike,Noida Sector 18,Kirti Nagar,7.2,37.2,871.0,48.66,4.3,4.5,UPI,2024-03-13 22:35:30,22,13,2,3,0
2024-07-14,10:21:26,"""CNR9637415""",Completed,"""CID3685317""",Premier Sedan,Rajiv Chowk,Kaushambi,14.3,44.6,1283.0,25.5,4.2,4.6,Debit Card,2024-07-14 10:21:26,10,14,6,7,1
2024-08-21,22:32:01,"""CNR1561641""",Completed,"""CID2248734""",eBike,Mehrauli,Shastri Nagar,5.8,15.9,924.0,28.28,4.6,4.7,UPI,2024-08-21 22:32:01,22,21,2,8,0
2024-03-03,22:04:11,"""CNR8980409""",Completed,"""CID9803421""",Go Sedan,Rohini East,Vidhan Sabha,2.6,30.2,381.0,8.26,5.0,4.8,Debit Card,2024-03-03 22:04:11,22,3,6,3,1
2024-06-17,19:07:14,"""CNR8223672""",Completed,"""CID4094284""",Auto,Jasola,Ghaziabad,7.8,36.4,1871.0,24.93,4.2,4.9,Cash,2024-06-17 19:07:14,19,17,0,6,0
2024-10-14,22:22:38,"""CNR6944937""",Completed,"""CID2522324""",Go Sedan,Pulbangash,Qutub Minar,12.8,29.9,739.0,18.13,4.2,5.0,Cash,2024-10-14 22:22:38,22,14,0,10,0
2024-05-31,17:38:24,"""CNR5442753""",Completed,"""CID9243123""",eBike,Hauz Rani,Karol Bagh,3.5,39.0,441.0,30.25,4.9,4.9,UPI,2024-05-31 17:38:24,17,31,4,5,0
2024-09-04,18:56:16,"""CNR1258348""",Completed,"""CID8091264""",Go Mini,Rohini,Golf Course Road,9.5,23.9,166.0,43.18,5.0,4.2,UPI,2024-09-04 18:56:16,18,4,2,9,0
2024-08-22,10:31:06,"""CNR3475228""",Completed,"""CID3274222""",eBike,Rohini East,Rajiv Chowk,8.5,32.2,197.0,18.01,4.5,4.3,Uber Wallet,2024-08-22 10:31:06,10,22,3,8,0
2024-08-02,10:15:03,"""CNR9933338""",Completed,"""CID2340142""",eBike,Moolchand,Hauz Rani,9.0,28.6,188.0,46.51,3.6,4.9,Uber Wallet,2024-08-02 10:15:03,10,2,4,8,0
2024-11-06,22:37:48,"""CNR1051183""",Completed,"""CID4117682""",Premier Sedan,Ardee City,Welcome,5.4,27.3,238.0,4.37,4.0,4.2,Cash,2024-11-06 22:37:48,22,6,2,11,0
2024-05-03,18:14:25,"""CNR9023881""",Completed,"""CID7867012""",Auto,Subhash Chowk,Rohini,6.0,34.5,721.0,20.8,4.7,4.3,UPI,2024-05-03 18:14:25,18,3,4,5,0
2024-04-11,19:27:47,"""CNR7354694""",Completed,"""CID3900988""",Go Mini,Kherki Daula Toll,Barakhamba Road,13.8,31.4,348.0,49.81,3.9,4.9,UPI,2024-04-11 19:27:47,19,11,3,4,0
2024-12-18,10:37:53,"""CNR7072849""",Completed,"""CID2994415""",Bike,Sadar Bazar Gurgaon,Khandsa,4.4,17.7,235.0,26.27,4.5,4.4,Debit Card,2024-12-18 10:37:53,10,18,2,12,0
2024-09-02,10:23:05,"""CNR5207255""",Completed,"""CID5780505""",Auto,Vinobapuri,Sadar Bazar Gurgaon,6.0,15.9,236.0,17.45,4.2,4.9,UPI,2024-09-02 10:23:05,10,2,0,9,0
2024-04-30,19:29:47,"""CNR5418075""",Completed,"""CID8130580""",Bike,Ghitorni,Chhatarpur,6.5,35.9,722.0,47.45,4.2,4.1,UPI,2024-04-30 19:29:47,19,30,1,4,0
2024-06-16,21:19:31,"""CNR4326216""",Completed,"""CID4498046""",Go Mini,Sikanderpur,GTB Nagar,12.5,32.5,709.0,30.16,4.6,4.1,UPI,2024-06-16 21:19:31,21,16,6,6,1
2024-05-22,11:04:05,"""CNR1286354""",Completed,"""CID4261777""",Auto,Vidhan Sabha,Saket,13.8,39.9,62.0,48.97,4.2,4.9,UPI,2024-05-22 11:04:05,11,22,2,5,0
2024-03-25,19:56:55,"""CNR8156118""",Completed,"""CID9519493""",Go Sedan,Lok Kalyan Marg,Palam Vihar,4.7,34.1,521.0,21.42,4.6,3.0,UPI,2024-03-25 19:56:55,19,25,0,3,0
2024-05-16,10:30:32,"""CNR2319765""",Completed,"""CID8746594""",Go Mini,Mundka,Lok Kalyan Marg,14.9,34.4,416.0,26.27,4.1,4.4,UPI,2024-05-16 10:30:32,10,16,3,5,0
2024-09-03,16:29:00,"""CNR7318397""",Completed,"""CID3894895""",Auto,Mansarovar Park,Maidan Garhi,13.6,39.5,339.0,6.65,4.1,3.8,Cash,2024-09-03 16:29:00,16,3,1,9,0
2024-11-04,20:49:32,"""CNR3584561""",Completed,"""CID4393598""",Auto,Tilak Nagar,MG Road,3.1,21.5,408.0,27.05,4.1,4.6,Credit Card,2024-11-04 20:49:32,20,4,0,11,0
2024-04-13,18:09:35,"""CNR8586766""",Completed,"""CID8910341""",Go Mini,Maidan Garhi,Keshav Puram,3.1,32.8,440.0,22.1,4.1,4.8,UPI,2024-04-13 18:09:35,18,13,5,4,1
2024-05-08,07:04:09,"""CNR6812196""",Completed,"""CID2034439""",Go Sedan,Bhiwadi,Indirapuram,7.4,18.8,318.0,31.46,4.8,5.0,Uber Wallet,2024-05-08 07:04:09,7,8,2,5,0
2024-11-28,14:48:37,"""CNR5845402""",Completed,"""CID3864212""",Bike,Barakhamba Road,Karkarduma,14.5,40.5,304.0,5.92,4.2,4.9,UPI,2024-11-28 14:48:37,14,28,3,11,0
2024-01-10,21:14:39,"""CNR4585876""",Completed,"""CID1903184""",Auto,Saket A Block,Kirti Nagar,6.9,18.0,461.0,11.08,4.3,4.3,Cash,2024-01-10 21:14:39,21,10,2,1,0
2024-03-24,21:54:13,"""CNR7523632""",Completed,"""CID5838729""",Auto,Raj Nagar Extension,Indraprastha,15.0,17.7,589.0,26.42,4.3,4.2,Uber Wallet,2024-03-24 21:54:13,21,24,6,3,1
2024-10-03,19:10:21,"""CNR3119794""",Completed,"""CID4340348""",Go Mini,Satguru Ram Singh Marg,Mansarovar Park,7.6,17.9,218.0,17.05,4.0,3.8,Cash,2024-10-03 19:10:21,19,3,3,10,0
2024-02-11,06:30:11,"""CNR8591607""",Completed,"""CID6864257""",Go Mini,Connaught Place,Khan Market,13.8,19.2,1259.0,20.2,3.4,4.7,Uber Wallet,2024-02-11 06:30:11,6,11,6,2,1
2024-05-25,01:26:53,"""CNR1730376""",Completed,"""CID2328581""",Auto,Preet Vihar,Noida Sector 62,2.1,30.6,231.0,17.42,4.6,4.6,Cash,2024-05-25 01:26:53,1,25,5,5,1
2024-08-07,21:38:35,"""CNR5443391""",Completed,"""CID1297086""",Auto,Anand Vihar,Khandsa,14.5,29.8,871.0,14.95,3.1,4.9,UPI,2024-08-07 21:38:35,21,7,2,8,0
2024-05-09,23:43:35,"""CNR1435702""",Completed,"""CID2664607""",Go Sedan,Saket,Hauz Rani,8.8,38.5,720.0,32.39,4.3,4.2,Cash,2024-05-09 23:43:35,23,9,3,5,0
2024-06-19,06:27:37,"""CNR7457457""",Completed,"""CID3541141""",Go Mini,RK Puram,Ashram,12.2,25.9,322.0,8.43,4.7,4.7,UPI,2024-06-19 06:27:37,6,19,2,6,0
2024-01-13,15:36:13,"""CNR3461795""",Completed,"""CID5838157""",Bike,Saket A Block,Sohna Road,8.8,42.7,901.0,43.98,4.2,4.7,Uber Wallet,2024-01-13 15:36:13,15,13,5,1,1
2024-09-13,20:43:14,"""CNR6693738""",Completed,"""CID2844155""",Go Sedan,Qutub Minar,Inderlok,3.9,23.6,436.0,40.79,4.7,4.9,UPI,2024-09-13 20:43:14,20,13,4,9,0
2024-07-13,02:50:20,"""CNR9163426""",Completed,"""CID6400528""",Premier Sedan,Satguru Ram Singh Marg,Lajpat Nagar,12.6,37.3,295.0,47.16,4.4,4.7,UPI,2024-07-13 02:50:20,2,13,5,7,1
2024-03-29,21:56:49,"""CNR4986195""",Completed,"""CID5139593""",Auto,Noida Extension,IFFCO Chowk,13.9,41.3,504.0,30.67,3.8,3.8,Cash,2024-03-29 21:56:49,21,29,4,3,0
2024-06-18,19:14:18,"""CNR7140976""",Completed,"""CID7781290""",Bike,Vasant Kunj,Rajouri Garden,12.7,28.2,253.0,19.43,4.2,4.2,Uber Wallet,2024-06-18 19:14:18,19,18,1,6,0
2024-09-15,09:28:25,"""CNR5281224""",Completed,"""CID3196513""",Go Mini,Jama Masjid,Noida Extension,12.2,42.2,739.0,47.02,4.5,3.1,Cash,2024-09-15 09:28:25,9,15,6,9,1
2024-03-03,20:33:13,"""CNR8936507""",Completed,"""CID2253051""",Go Sedan,Aya Nagar,INA Market,10.7,32.9,1124.0,17.16,4.0,3.6,Credit Card,2024-03-03 20:33:13,20,3,6,3,1
2024-10-16,18:14:37,"""CNR4247484""",Completed,"""CID4143971""",Auto,IIT Delhi,Uttam Nagar,7.9,19.5,489.0,16.76,4.3,3.6,Debit Card,2024-10-16 18:14:37,18,16,2,10,0
2024-01-08,13:26:49,"""CNR7065523""",Completed,"""CID9101751""",Auto,Manesar,Chirag Delhi,13.7,15.5,719.0,16.76,4.2,4.3,Cash,2024-01-08 13:26:49,13,8,0,1,0
2024-03-03,21:35:45,"""CNR6560738""",Completed,"""CID9754938""",Bike,Ghitorni,Maidan Garhi,9.0,24.5,2149.0,7.63,4.1,4.6,UPI,2024-03-03 21:35:45,21,3,6,3,1
2024-04-10,19:43:26,"""CNR6504850""",Completed,"""CID6060161""",Auto,Nawada,Seelampur,11.4,35.0,500.0,36.02,4.4,4.8,Cash,2024-04-10 19:43:26,19,10,2,4,0
2024-10-20,21:18:40,"""CNR4618969""",Completed,"""CID4618294""",Premier Sedan,Rajouri Garden,Jasola,3.7,33.1,405.0,46.71,4.3,4.3,UPI,2024-10-20 21:18:40,21,20,6,10,1
2024-05-27,17:36:38,"""CNR8320902""",Completed,"""CID9490996""",Bike,Adarsh Nagar,Rajiv Chowk,4.3,31.0,456.0,11.91,4.1,4.3,UPI,2024-05-27 17:36:38,17,27,0,5,0
2024-01-04,10:21:55,"""CNR9949467""",Completed,"""CID3672029""",Go Mini,DLF Phase 3,India Gate,3.2,39.3,181.0,7.67,4.3,3.9,Cash,2024-01-04 10:21:55,10,4,3,1,0
2024-01-04,18:00:55,"""CNR4382651""",Completed,"""CID7095901""",eBike,Dwarka Sector 21,Azadpur,6.5,31.6,690.0,25.51,4.0,4.6,UPI,2024-01-04 18:00:55,18,4,3,1,0
2024-06-10,08:32:11,"""CNR4161232""",Completed,"""CID5102386""",Go Sedan,Gurgaon Sector 29,Kashmere Gate ISBT,12.1,28.5,98.0,35.35,4.4,4.2,UPI,2024-06-10 08:32:11,8,10,0,6,0
2024-04-21,14:34:17,"""CNR7395488""",Completed,"""CID5565895""",eBike,Ramesh Nagar,Madipur,10.8,33.5,1101.0,27.29,4.6,4.5,UPI,2024-04-21 14:34:17,14,21,6,4,1
2024-04-26,17:44:04,"""CNR9185729""",Completed,"""CID6117904""",Bike,Seelampur,Khandsa,14.5,40.9,449.0,37.1,4.6,3.8,UPI,2024-04-26 17:44:04,17,26,4,4,0
2024-09-30,17:41:12,"""CNR6868511""",Completed,"""CID4379289""",Bike,Laxmi Nagar,Udyog Vihar,8.2,36.3,720.0,33.48,4.5,4.8,UPI,2024-09-30 17:41:12,17,30,0,9,0
2024-09-04,13:59:36,"""CNR6172641""",Completed,"""CID8062086""",Go Sedan,India Gate,Inderlok,14.2,35.6,370.0,49.33,4.4,4.2,UPI,2024-09-04 13:59:36,13,4,2,9,0
2024-10-21,07:27:39,"""CNR3687570""",Completed,"""CID9997323""",Premier Sedan,Madipur,Netaji Subhash Place,8.5,18.9,221.0,22.66,3.2,4.9,UPI,2024-10-21 07:27:39,7,21,0,10,0
2024-11-30,20:36:32,"""CNR3621975""",Completed,"""CID9419387""",Bike,Hero Honda Chowk,Sadar Bazar Gurgaon,9.6,23.6,539.0,9.61,3.9,4.4,Credit Card,2024-11-30 20:36:32,20,30,5,11,1
2024-02-14,20:40:33,"""CNR8806533""",Completed,"""CID2348506""",Bike,Seelampur,Pitampura,9.8,37.9,523.0,42.36,4.7,3.9,Cash,2024-02-14 20:40:33,20,14,2,2,0
2024-08-22,10:13:08,"""CNR1510945""",Completed,"""CID4861751""",Go Sedan,Punjabi Bagh,Rajiv Nagar,11.5,41.8,58.0,13.93,3.7,4.2,UPI,2024-08-22 10:13:08,10,22,3,8,0
2024-10-30,19:09:48,"""CNR2478851""",Completed,"""CID3471015""",Go Sedan,Gurgaon Railway Station,Noida Film City,2.4,28.0,866.0,15.35,4.2,3.1,Uber Wallet,2024-10-30 19:09:48,19,30,2,10,0
2024-12-14,08:27:20,"""CNR7745924""",Completed,"""CID6329269""",Go Mini,Lal Quila,Greater Noida,11.8,40.5,801.0,45.62,4.3,4.2,UPI,2024-12-14 08:27:20,8,14,5,12,1
2024-01-30,11:51:04,"""CNR7927104""",Completed,"""CID1110374""",eBike,South Extension,Pulbangash,14.3,28.3,753.0,13.23,4.2,4.6,UPI,2024-01-30 11:51:04,11,30,1,1,0
2024-07-10,20:24:23,"""CNR4596020""",Completed,"""CID6320441""",Go Mini,Ambience Mall,Akshardham,8.1,24.2,1037.0,37.88,4.3,4.7,UPI,2024-07-10 20:24:23,20,10,2,7,0
2024-09-19,16:06:07,"""CNR7356526""",Completed,"""CID8401679""",Go Mini,Kadarpur,Mundka,13.2,23.4,342.0,14.88,3.1,4.9,Cash,2024-09-19 16:06:07,16,19,3,9,0
2024-04-25,11:44:14,"""CNR9663849""",Completed,"""CID9475675""",Go Mini,Sohna Road,Sonipat,9.9,31.3,248.0,13.89,4.5,4.3,Cash,2024-04-25 11:44:14,11,25,3,4,0
2024-09-26,08:07:24,"""CNR1858640""",Completed,"""CID4632892""",Auto,Mansarovar Park,South Extension,8.0,24.5,99.0,20.62,4.2,4.8,Debit Card,2024-09-26 08:07:24,8,26,3,9,0
2024-11-12,20:27:53,"""CNR6138588""",Completed,"""CID9695353""",eBike,RK Puram,Sushant Lok,14.9,28.5,255.0,42.27,3.7,4.2,Credit Card,2024-11-12 20:27:53,20,12,1,11,0
2024-01-17,20:52:55,"""CNR8035743""",Completed,"""CID8292218""",Go Mini,IIT Delhi,Arjangarh,2.2,40.6,2198.0,15.47,4.3,5.0,UPI,2024-01-17 20:52:55,20,17,2,1,0
2024-05-31,18:45:37,"""CNR9731472""",Completed,"""CID8830966""",Go Mini,DLF City Court,Tis Hazari,6.9,39.7,540.0,44.98,4.1,4.3,UPI,2024-05-31 18:45:37,18,31,4,5,0
2024-09-14,16:14:26,"""CNR3618747""",Completed,"""CID8430678""",Auto,Noida Sector 62,Kalkaji,13.9,16.3,502.0,25.92,4.5,4.9,Cash,2024-09-14 16:14:26,16,14,5,9,1
2024-01-04,20:49:15,"""CNR1547860""",Completed,"""CID9625688""",Premier Sedan,Aya Nagar,Uttam Nagar,6.1,36.9,234.0,30.4,4.6,4.2,Cash,2024-01-04 20:49:15,20,4,3,1,0
2024-04-12,15:13:33,"""CNR5000336""",Completed,"""CID1343250""",Go Mini,Sadar Bazar Gurgaon,Rajiv Chowk,12.7,27.1,582.0,5.59,4.3,3.7,Credit Card,2024-04-12 15:13:33,15,12,4,4,0
2024-07-13,20:10:20,"""CNR6825049""",Completed,"""CID4893191""",Auto,Narsinghpur,Faridabad Sector 15,3.7,29.0,336.0,32.76,3.8,4.7,UPI,2024-07-13 20:10:20,20,13,5,7,1
2024-05-28,05:13:18,"""CNR5896908""",Completed,"""CID5028801""",Go Sedan,Old Gurgaon,GTB Nagar,3.9,30.1,952.0,35.51,3.8,4.3,UPI,2024-05-28 05:13:18,5,28,1,5,0
2024-05-20,20:48:11,"""CNR9746547""",Completed,"""CID7499649""",Premier Sedan,Ardee City,Okhla,8.9,20.8,191.0,49.94,4.2,4.3,Cash,2024-05-20 20:48:11,20,20,0,5,0
2024-07-11,18:14:35,"""CNR1227800""",Completed,"""CID8496252""",Auto,Faridabad Sector 15,Subhash Chowk,2.7,16.5,249.0,9.05,4.3,4.3,Cash,2024-07-11 18:14:35,18,11,3,7,0
2024-10-10,21:32:24,"""CNR3241868""",Completed,"""CID6219798""",Bike,Ashok Park Main,Noida Sector 18,9.1,36.8,675.0,15.35,4.5,4.3,UPI,2024-10-10 21:32:24,21,10,3,10,0
2024-11-30,20:53:57,"""CNR9500950""",Completed,"""CID7847733""",Go Mini,Rajiv Chowk,Ghitorni,11.0,29.3,527.0,24.67,3.9,4.1,UPI,2024-11-30 20:53:57,20,30,5,11,1
2024-09-26,15:54:46,"""CNR4724923""",Completed,"""CID9244618""",Go Mini,AIIMS,Central Secretariat,4.5,34.5,284.0,11.18,4.2,4.5,Cash,2024-09-26 15:54:46,15,26,3,9,0
2024-08-12,20:44:43,"""CNR6147727""",Completed,"""CID4279258""",Premier Sedan,Ashok Vihar,Basai Dhankot,7.9,28.9,437.0,6.47,4.4,4.6,UPI,2024-08-12 20:44:43,20,12,0,8,0
2024-08-25,21:42:24,"""CNR3405578""",Completed,"""CID1087771""",Premier Sedan,Sarai Kale Khan,Punjabi Bagh,9.0,15.3,464.0,15.66,4.9,4.3,UPI,2024-08-25 21:42:24,21,25,6,8,1
2024-06-06,06:07:34,"""CNR3664398""",Completed,"""CID9437077""",eBike,Pragati Maidan,Rajiv Nagar,10.4,31.1,613.0,32.71,4.1,4.6,UPI,2024-06-06 06:07:34,6,6,3,6,0
2024-07-06,18:42:23,"""CNR2611993""",Completed,"""CID7100278""",Premier Sedan,New Delhi Railway Station,Okhla,4.9,35.7,737.0,16.56,4.6,4.2,Cash,2024-07-06 18:42:23,18,6,5,7,1
2024-09-21,17:08:18,"""CNR1376695""",Completed,"""CID4809926""",Go Sedan,Manesar,New Colony,6.1,36.6,184.0,20.95,3.8,3.2,UPI,2024-09-21 17:08:18,17,21,5,9,1
2024-11-15,17:57:26,"""CNR5163048""",Completed,"""CID8318523""",Bike,Mayur Vihar,Gurgaon Railway Station,12.2,43.7,111.0,48.95,4.9,4.6,UPI,2024-11-15 17:57:26,17,15,4,11,0
2024-09-17,13:09:18,"""CNR8208868""",Completed,"""CID2284223""",Go Sedan,Pulbangash,Preet Vihar,11.9,25.1,306.0,2.86,4.3,4.2,Cash,2024-09-17 13:09:18,13,17,1,9,0
2024-11-17,16:45:44,"""CNR5558821""",Completed,"""CID6881882""",Auto,Welcome,Yamuna Bank,2.6,30.0,1124.0,29.29,4.9,4.9,UPI,2024-11-17 16:45:44,16,17,6,11,1
2024-10-06,20:55:42,"""CNR7026454""",Completed,"""CID4430685""",Bike,Vaishali,Pulbangash,7.8,22.9,328.0,10.62,4.2,4.9,UPI,2024-10-06 20:55:42,20,6,6,10,1
2024-05-12,01:04:34,"""CNR6634852""",Completed,"""CID7976017""",Bike,Raj Nagar Extension,Panipat,2.3,18.7,508.0,27.1,3.9,4.7,UPI,2024-05-12 01:04:34,1,12,6,5,1
2024-03-26,13:22:27,"""CNR3033102""",Completed,"""CID3771683""",eBike,Karkarduma,Samaypur Badli,3.6,28.7,677.0,4.85,3.3,3.7,Uber Wallet,2024-03-26 13:22:27,13,26,1,3,0
2024-11-01,14:38:49,"""CNR9019484""",Completed,"""CID2955215""",Go Mini,Palam Vihar,Rajiv Chowk,10.9,28.4,322.0,18.65,3.2,3.8,UPI,2024-11-01 14:38:49,14,1,4,11,0
2024-02-23,22:11:12,"""CNR6970762""",Completed,"""CID2696369""",Auto,Mansarovar Park,Lok Kalyan Marg,2.2,18.8,891.0,23.82,3.9,4.2,Uber Wallet,2024-02-23 22:11:12,22,23,4,2,0
2024-11-25,20:08:34,"""CNR1878833""",Completed,"""CID9175474""",Auto,Mehrauli,Nawada,2.1,33.5,322.0,20.31,4.1,4.3,UPI,2024-11-25 20:08:34,20,25,0,11,0
2024-11-07,02:05:18,"""CNR9260968""",Completed,"""CID3348222""",Auto,Saket A Block,Basai Dhankot,6.2,19.8,258.0,32.82,3.3,3.6,Debit Card,2024-11-07 02:05:18,2,7,3,11,0
2024-02-22,12:15:54,"""CNR4385617""",Completed,"""CID1034801""",Go Sedan,Dilshad Garden,Madipur,10.2,25.1,952.0,8.92,4.6,4.5,UPI,2024-02-22 12:15:54,12,22,3,2,0
2024-10-06,18:00:12,"""CNR3295030""",Completed,"""CID5887471""",Go Mini,Gurgaon Railway Station,Ashram,10.7,43.4,181.0,17.05,4.6,4.2,Cash,2024-10-06 18:00:12,18,6,6,10,1
2024-05-02,23:22:04,"""CNR2641133""",Completed,"""CID4593838""",Go Mini,Jor Bagh,Ashok Vihar,3.7,25.1,401.0,12.14,4.6,3.2,UPI,2024-05-02 23:22:04,23,2,3,5,0
2024-05-26,11:32:34,"""CNR4369444""",Completed,"""CID7760001""",Auto,Nirman Vihar,Vatika Chowk,4.0,31.4,1463.0,46.92,4.6,4.2,Uber Wallet,2024-05-26 11:32:34,11,26,6,5,1
2024-06-13,06:06:40,"""CNR2740921""",Completed,"""CID1445389""",Auto,Mandi House,Noida Extension,14.8,33.2,211.0,25.31,4.2,3.6,UPI,2024-06-13 06:06:40,6,13,3,6,0
2024-02-19,08:40:53,"""CNR2052125""",Completed,"""CID3009380""",Premier Sedan,Noida Sector 18,Ashram,5.3,28.1,517.0,41.25,3.8,4.2,UPI,2024-02-19 08:40:53,8,19,0,2,0
2024-11-23,23:38:57,"""CNR6582502""",Completed,"""CID2066009""",Go Mini,Rithala,Shastri Park,14.0,37.7,735.0,20.69,4.9,4.0,Cash,2024-11-23 23:38:57,23,23,5,11,1
2024-05-06,22:47:05,"""CNR5997232""",Completed,"""CID1235823""",Auto,Hero Honda Chowk,Sadar Bazar Gurgaon,6.8,33.7,577.0,33.75,4.6,4.9,UPI,2024-05-06 22:47:05,22,6,0,5,0
2024-10-20,08:16:14,"""CNR7579540""",Completed,"""CID8508761""",Go Sedan,Greater Noida,Ardee City,5.8,29.3,1505.0,14.91,4.3,5.0,UPI,2024-10-20 08:16:14,8,20,6,10,1
2024-07-12,05:16:42,"""CNR7462947""",Completed,"""CID8705320""",Go Mini,Dwarka Mor,Kirti Nagar,12.0,23.9,242.0,17.32,4.7,3.3,UPI,2024-07-12 05:16:42,5,12,4,7,0
2024-07-27,23:01:47,"""CNR6928559""",Completed,"""CID4431157""",Auto,Hauz Rani,Old Gurgaon,5.5,42.2,896.0,23.0,4.0,4.2,Credit Card,2024-07-27 23:01:47,23,27,5,7,1
2024-06-26,21:02:35,"""CNR6667867""",Completed,"""CID1138268""",Go Sedan,Rajiv Chowk,Indirapuram,2.9,19.0,242.0,18.56,4.5,4.5,Credit Card,2024-06-26 21:02:35,21,26,2,6,0
2024-04-19,13:45:49,"""CNR6313810""",Completed,"""CID7309418""",Go Sedan,Moolchand,Gwal Pahari,9.7,29.2,122.0,22.59,3.2,4.3,Cash,2024-04-19 13:45:49,13,19,4,4,0
2024-02-07,10:49:58,"""CNR7527135""",Completed,"""CID3634899""",Bike,Lok Kalyan Marg,Rithala,14.6,17.4,125.0,41.06,4.3,3.9,Uber Wallet,2024-02-07 10:49:58,10,7,2,2,0
2024-06-09,20:19:45,"""CNR9611786""",Completed,"""CID8168602""",Go Mini,Saidulajab,Hero Honda Chowk,3.5,42.4,604.0,27.35,4.3,4.7,Uber Wallet,2024-06-09 20:19:45,20,9,6,6,1
2024-03-29,10:11:40,"""CNR7395696""",Completed,"""CID2447958""",Premier Sedan,Anand Vihar ISBT,Pulbangash,6.2,44.9,346.0,19.88,4.3,5.0,Credit Card,2024-03-29 10:11:40,10,29,4,3,0
2024-05-29,14:38:24,"""CNR6529233""",Completed,"""CID6717310""",Bike,Mundka,Anand Vihar,8.6,37.0,139.0,12.51,3.2,4.7,Cash,2024-05-29 14:38:24,14,29,2,5,0
2024-10-05,13:59:56,"""CNR2337812""",Completed,"""CID3047337""",Premier Sedan,Mehrauli,Netaji Subhash Place,13.8,20.3,706.0,3.02,3.3,3.2,Cash,2024-10-05 13:59:56,13,5,5,10,1
2024-08-12,10:16:16,"""CNR3302000""",Completed,"""CID9334479""",Go Sedan,Malviya Nagar,Vishwavidyalaya,2.4,31.3,408.0,15.92,4.9,3.1,Debit Card,2024-08-12 10:16:16,10,12,0,8,0
2024-08-06,15:42:06,"""CNR7510239""",Completed,"""CID1662760""",Bike,ITO,Greater Noida,9.0,15.7,268.0,36.72,4.2,5.0,Uber Wallet,2024-08-06 15:42:06,15,6,1,8,0
2024-11-15,12:10:13,"""CNR2934871""",Completed,"""CID9576785""",Go Mini,Akshardham,Lok Kalyan Marg,12.0,43.0,438.0,40.19,4.6,4.3,Uber Wallet,2024-11-15 12:10:13,12,15,4,11,0
2024-09-16,20:22:07,"""CNR5019137""",Completed,"""CID6337056""",Auto,Lajpat Nagar,Kanhaiya Nagar,11.8,39.5,495.0,39.89,4.7,4.3,Cash,2024-09-16 20:22:07,20,16,0,9,0
2024-02-23,19:52:34,"""CNR5830851""",Completed,"""CID7541966""",Bike,Satguru Ram Singh Marg,Cyber Hub,9.0,17.3,484.0,12.32,4.7,4.4,UPI,2024-02-23 19:52:34,19,23,4,2,0
2024-07-02,18:23:56,"""CNR2191172""",Completed,"""CID5513005""",Bike,Khan Market,Badshahpur,9.8,26.8,281.0,42.89,4.4,4.5,Cash,2024-07-02 18:23:56,18,2,1,7,0
2024-03-08,10:12:24,"""CNR6070078""",Completed,"""CID3453494""",Premier Sedan,Jama Masjid,Jasola,2.7,22.4,155.0,7.33,4.8,5.0,Uber Wallet,2024-03-08 10:12:24,10,8,4,3,0
2024-02-08,21:42:15,"""CNR3839400""",Completed,"""CID1375387""",Premier Sedan,Govindpuri,Meerut,12.9,15.3,829.0,8.45,4.1,4.7,UPI,2024-02-08 21:42:15,21,8,3,2,0
2024-12-01,09:01:30,"""CNR6700800""",Completed,"""CID9179329""",Go Mini,Nirman Vihar,Mayur Vihar,8.0,15.5,341.0,23.34,4.4,4.3,UPI,2024-12-01 09:01:30,9,1,6,12,1
2024-04-02,10:38:43,"""CNR8473472""",Completed,"""CID6462804""",Uber XL,Palam Vihar,Basai Dhankot,9.9,20.5,156.0,24.25,4.5,4.2,UPI,2024-04-02 10:38:43,10,2,1,4,0
2024-11-01,20:07:06,"""CNR4244879""",Completed,"""CID9208455""",Bike,Laxmi Nagar,Adarsh Nagar,7.4,19.0,390.0,15.43,4.8,4.1,Uber Wallet,2024-11-01 20:07:06,20,1,4,11,0
2024-03-23,20:15:05,"""CNR9644883""",Completed,"""CID9424446""",Bike,Hero Honda Chowk,IIT Delhi,14.3,32.0,483.0,44.44,3.1,4.6,Cash,2024-03-23 20:15:05,20,23,5,3,1
